,HCPCS,DESCRIPTION,WORK RVU,FACILITY PE RVU,MP RVU,FACILITY TOTAL
404,A6208,Contact layer > 48 sq in,0.0,0.0,0.0,0.0
405,A6209,Foam drsg <=16 sq in w/o bdr,0.0,0.0,0.0,0.0
406,A6210,Foam drg >16<=48 sq in w/o b,0.0,0.0,0.0,0.0
407,A6211,Foam drg > 48 sq in w/o brdr,0.0,0.0,0.0,0.0
408,A6212,Foam drg <=16 sq in w/border,0.0,0.0,0.0,0.0
409,A6213,Foam drg >16<=48 sq in w/bdr,0.0,0.0,0.0,0.0
410,A6214,Foam drg > 48 sq in w/border,0.0,0.0,0.0,0.0
411,A6215,Foam dressing wound filler,0.0,0.0,0.0,0.0
412,A6216,Non-sterile gauze<=16 sq in,0.0,0.0,0.0,0.0
413,A6217,Non-sterile gauze>16<=48 sq,0.0,0.0,0.0,0.0
414,A6218,Non-sterile gauze > 48 sq in,0.0,0.0,0.0,0.0
415,A6219,Gauze <= 16 sq in w/border,0.0,0.0,0.0,0.0
416,A6220,Gauze >16 <=48 sq in w/bordr,0.0,0.0,0.0,0.0
417,A6221,Gauze > 48 sq in w/border,0.0,0.0,0.0,0.0
418,A6222,Gauze <=16 in no w/sal w/o b,0.0,0.0,0.0,0.0
419,A6223,Gauze >16<=48 no w/sal w/o b,0.0,0.0,0.0,0.0
420,A6224,Gauze > 48 in no w/sal w/o b,0.0,0.0,0.0,0.0
421,A6228,Gauze <= 16 sq in water/sal,0.0,0.0,0.0,0.0
422,A6229,Gauze >16<=48 sq in watr/sal,0.0,0.0,0.0,0.0
423,A6230,Gauze > 48 sq in water/salne,0.0,0.0,0.0,0.0
424,A6231,Hydrogel dsg<=16 sq in,0.0,0.0,0.0,0.0
425,A6232,Hydrogel dsg>16<=48 sq in,0.0,0.0,0.0,0.0
426,A6233,Hydrogel dressing >48 sq in,0.0,0.0,0.0,0.0
427,A6234,Hydrocolld drg <=16 w/o bdr,0.0,0.0,0.0,0.0
428,A6235,Hydrocolld drg >16<=48 w/o b,0.0,0.0,0.0,0.0
429,A6236,Hydrocolld drg > 48 in w/o b,0.0,0.0,0.0,0.0
430,A6237,Hydrocolld drg <=16 in w/bdr,0.0,0.0,0.0,0.0
431,A6238,Hydrocolld drg >16<=48 w/bdr,0.0,0.0,0.0,0.0
432,A6239,Hydrocolld drg > 48 in w/bdr,0.0,0.0,0.0,0.0
433,A6240,Hydrocolld drg filler paste,0.0,0.0,0.0,0.0
434,A6241,Hydrocolloid drg filler dry,0.0,0.0,0.0,0.0
435,A6242,Hydrogel drg <=16 in w/o bdr,0.0,0.0,0.0,0.0
436,A6243,Hydrogel drg >16<=48 w/o bdr,0.0,0.0,0.0,0.0
437,A6244,Hydrogel drg >48 in w/o bdr,0.0,0.0,0.0,0.0
438,A6245,Hydrogel drg <= 16 in w/bdr,0.0,0.0,0.0,0.0
439,A6246,Hydrogel drg >16<=48 in w/b,0.0,0.0,0.0,0.0
440,A6247,Hydrogel drg > 48 sq in w/b,0.0,0.0,0.0,0.0
441,A6248,Hydrogel drsg gel filler,0.0,0.0,0.0,0.0
442,A6250,Skin seal protect moisturizr,0.0,0.0,0.0,0.0
443,A6251,Absorpt drg <=16 sq in w/o b,0.0,0.0,0.0,0.0
444,A6252,Absorpt drg >16 <=48 w/o bdr,0.0,0.0,0.0,0.0
445,A6253,Absorpt drg > 48 sq in w/o b,0.0,0.0,0.0,0.0
446,A6254,Absorpt drg <=16 sq in w/bdr,0.0,0.0,0.0,0.0
447,A6255,Absorpt drg >16<=48 in w/bdr,0.0,0.0,0.0,0.0
448,A6256,Absorpt drg > 48 sq in w/bdr,0.0,0.0,0.0,0.0
449,A6257,Transparent film <= 16 sq in,0.0,0.0,0.0,0.0
450,A6258,Transparent film >16<=48 in,0.0,0.0,0.0,0.0
451,A6259,Transparent film > 48 sq in,0.0,0.0,0.0,0.0
452,A6260,Wound cleanser any type/size,0.0,0.0,0.0,0.0
453,A6261,Wound filler gel/paste /oz,0.0,0.0,0.0,0.0
454,A6262,Wound filler dry form / gram,0.0,0.0,0.0,0.0
455,A6266,Impreg gauze no h20/sal/yard,0.0,0.0,0.0,0.0
456,A6402,Sterile gauze <= 16 sq in,0.0,0.0,0.0,0.0
457,A6403,Sterile gauze>16 <= 48 sq in,0.0,0.0,0.0,0.0
458,A6404,Sterile gauze > 48 sq in,0.0,0.0,0.0,0.0
459,A6407,"Packing strips, non-impreg",0.0,0.0,0.0,0.0
460,A6410,Sterile eye pad,0.0,0.0,0.0,0.0
461,A6411,Non-sterile eye pad,0.0,0.0,0.0,0.0
462,A6412,Occlusive eye patch,0.0,0.0,0.0,0.0
463,A6413,"Adhesive bandage, first-aid",0.0,0.0,0.0,0.0
464,A6441,"Pad band w>=3"" <5""/yd",0.0,0.0,0.0,0.0
465,A6442,"Conform band n/s w<3""/yd",0.0,0.0,0.0,0.0
466,A6443,"Conform band n/s w>=3""<5""/yd",0.0,0.0,0.0,0.0
467,A6444,"Conform band n/s w>=5""/yd",0.0,0.0,0.0,0.0
468,A6445,"Conform band s w <3""/yd",0.0,0.0,0.0,0.0
469,A6446,"Conform band s w>=3"" <5""/yd",0.0,0.0,0.0,0.0
470,A6447,"Conform band s w >=5""/yd",0.0,0.0,0.0,0.0
471,A6448,"Lt compres band <3""/yd",0.0,0.0,0.0,0.0
472,A6449,"Lt compres band >=3"" <5""/yd",0.0,0.0,0.0,0.0
473,A6450,"Lt compres band >=5""/yd",0.0,0.0,0.0,0.0
474,A6451,"Mod compres band w>=3""<5""/yd",0.0,0.0,0.0,0.0
475,A6452,"High compres band w>=3""<5""yd",0.0,0.0,0.0,0.0
476,A6453,"Self-adher band w <3""/yd",0.0,0.0,0.0,0.0
477,A6454,"Self-adher band w>=3"" <5""/yd",0.0,0.0,0.0,0.0
478,A6455,"Self-adher band >=5""/yd",0.0,0.0,0.0,0.0
479,A6456,"Zinc paste band w >=3""<5""/yd",0.0,0.0,0.0,0.0
480,A6457,Tubular dressing,0.0,0.0,0.0,0.0
481,A6460,Synthetic drsg <= 16 sq in,0.0,0.0,0.0,0.0
482,A6461,Synthetic drsg >16<=48 sq in,0.0,0.0,0.0,0.0
483,A6501,Compres burngarment bodysuit,0.0,0.0,0.0,0.0
484,A6502,Compres burngarment chinstrp,0.0,0.0,0.0,0.0
485,A6503,Compres burngarment facehood,0.0,0.0,0.0,0.0
486,A6504,Cmprsburngarment glove-wrist,0.0,0.0,0.0,0.0
487,A6505,Cmprsburngarment glove-elbow,0.0,0.0,0.0,0.0
488,A6506,Cmprsburngrmnt glove-axilla,0.0,0.0,0.0,0.0
489,A6507,Cmprs burngarment foot-knee,0.0,0.0,0.0,0.0
490,A6508,Cmprs burngarment foot-thigh,0.0,0.0,0.0,0.0
491,A6509,Compres burn garment jacket,0.0,0.0,0.0,0.0
492,A6510,Compres burn garment leotard,0.0,0.0,0.0,0.0
493,A6511,Compres burn garment panty,0.0,0.0,0.0,0.0
494,A6512,"Compres burn garment, noc",0.0,0.0,0.0,0.0
495,A6513,Compress burn mask face/neck,0.0,0.0,0.0,0.0
496,A6530,Compression stocking bk18-30,0.0,0.0,0.0,0.0
497,A6531,Compression stocking bk30-40,0.0,0.0,0.0,0.0
498,A6532,Compression stocking bk40-50,0.0,0.0,0.0,0.0
499,A6533,Gc stocking thighlngth 18-30,0.0,0.0,0.0,0.0
500,A6534,Gc stocking thighlngth 30-40,0.0,0.0,0.0,0.0
501,A6535,Gc stocking thighlngth 40-50,0.0,0.0,0.0,0.0
502,A6536,Gc stocking full lngth 18-30,0.0,0.0,0.0,0.0
503,A6537,Gc stocking full lngth 30-40,0.0,0.0,0.0,0.0
504,A6538,Gc stocking full lngth 40-50,0.0,0.0,0.0,0.0
505,A6539,Gc stocking waistlngth 18-30,0.0,0.0,0.0,0.0
506,A6540,Gc stocking waistlngth 30-40,0.0,0.0,0.0,0.0
507,A6541,Gc stocking waistlngth 40-50,0.0,0.0,0.0,0.0
508,A6544,Gc stocking garter belt,0.0,0.0,0.0,0.0
509,A6545,Grad comp non-elastic bk,0.0,0.0,0.0,0.0
510,A6549,G compression stocking,0.0,0.0,0.0,0.0
511,A6550,Neg pres wound ther drsg set,0.0,0.0,0.0,0.0
512,A7000,Disposable canister for pump,0.0,0.0,0.0,0.0
513,A7001,Nondisposable pump canister,0.0,0.0,0.0,0.0
514,A7002,Tubing used w suction pump,0.0,0.0,0.0,0.0
515,A7003,Nebulizer administration set,0.0,0.0,0.0,0.0
516,A7004,Disposable nebulizer sml vol,0.0,0.0,0.0,0.0
517,A7005,Nondisposable nebulizer set,0.0,0.0,0.0,0.0
518,A7006,Filtered nebulizer admin set,0.0,0.0,0.0,0.0
519,A7007,Lg vol nebulizer disposable,0.0,0.0,0.0,0.0
520,A7008,Disposable nebulizer prefill,0.0,0.0,0.0,0.0
521,A7009,Nebulizer reservoir bottle,0.0,0.0,0.0,0.0
522,A7010,Disposable corrugated tubing,0.0,0.0,0.0,0.0
523,A7012,Nebulizer water collec devic,0.0,0.0,0.0,0.0
524,A7013,Disposable compressor filter,0.0,0.0,0.0,0.0
525,A7014,Compressor nondispos filter,0.0,0.0,0.0,0.0
526,A7015,Aerosol mask used w nebulize,0.0,0.0,0.0,0.0
527,A7016,Nebulizer dome & mouthpiece,0.0,0.0,0.0,0.0
528,A7017,Nebulizer not used w oxygen,0.0,0.0,0.0,0.0
529,A7018,Water distilled w/nebulizer,0.0,0.0,0.0,0.0
530,A7020,"Interface, cough stim device",0.0,0.0,0.0,0.0
531,A7025,Replace chest compress vest,0.0,0.0,0.0,0.0
532,A7026,Replace chst cmprss sys hose,0.0,0.0,0.0,0.0
533,A7027,Combination oral/nasal mask,0.0,0.0,0.0,0.0
534,A7028,Repl oral cushion combo mask,0.0,0.0,0.0,0.0
535,A7029,Repl nasal pillow comb mask,0.0,0.0,0.0,0.0
536,A7030,Cpap full face mask,0.0,0.0,0.0,0.0
537,A7031,Replacement facemask interfa,0.0,0.0,0.0,0.0
538,A7032,Replacement nasal cushion,0.0,0.0,0.0,0.0
539,A7033,Replacement nasal pillows,0.0,0.0,0.0,0.0
540,A7034,Nasal application device,0.0,0.0,0.0,0.0
541,A7035,Pos airway press headgear,0.0,0.0,0.0,0.0
542,A7036,Pos airway press chinstrap,0.0,0.0,0.0,0.0
543,A7037,Pos airway pressure tubing,0.0,0.0,0.0,0.0
544,A7038,Pos airway pressure filter,0.0,0.0,0.0,0.0
545,A7039,"Filter, non disposable w pap",0.0,0.0,0.0,0.0
546,A7040,One way chest drain valve,0.0,0.0,0.0,0.0
547,A7041,Water seal drain container,0.0,0.0,0.0,0.0
548,A7044,Pap oral interface,0.0,0.0,0.0,0.0
549,A7045,Repl exhalation port for pap,0.0,0.0,0.0,0.0
550,A7046,"Repl water chamber, pap dev",0.0,0.0,0.0,0.0
551,A7047,Resp suction oral interface,0.0,0.0,0.0,0.0
552,A7048,Vacuum drain bottle/tube kit,0.0,0.0,0.0,0.0
553,A7501,Tracheostoma valve w diaphra,0.0,0.0,0.0,0.0
554,A7502,Replacement diaphragm/fplate,0.0,0.0,0.0,0.0
555,A7503,Hmes filter holder or cap,0.0,0.0,0.0,0.0
556,A7504,Tracheostoma hmes filter,0.0,0.0,0.0,0.0
557,A7505,Hmes or trach valve housing,0.0,0.0,0.0,0.0
558,A7506,Hmes/trachvalve adhesivedisk,0.0,0.0,0.0,0.0
559,A7507,Integrated filter & holder,0.0,0.0,0.0,0.0
560,A7508,Housing & integrated adhesiv,0.0,0.0,0.0,0.0
561,A7509,Heat & moisture exchange sys,0.0,0.0,0.0,0.0
562,A7520,Trach/laryn tube non-cuffed,0.0,0.0,0.0,0.0
563,A7521,Trach/laryn tube cuffed,0.0,0.0,0.0,0.0
564,A7522,Trach/laryn tube stainless,0.0,0.0,0.0,0.0
565,A7523,Tracheostomy shower protect,0.0,0.0,0.0,0.0
566,A7524,Tracheostoma stent/stud/bttn,0.0,0.0,0.0,0.0
567,A7525,Tracheostomy mask,0.0,0.0,0.0,0.0
568,A7526,Tracheostomy tube collar,0.0,0.0,0.0,0.0
569,A7527,Trach/laryn tube plug/stop,0.0,0.0,0.0,0.0
570,A8000,Soft protect helmet prefab,0.0,0.0,0.0,0.0
571,A8001,Hard protect helmet prefab,0.0,0.0,0.0,0.0
572,A8002,Soft protect helmet custom,0.0,0.0,0.0,0.0
573,A8003,Hard protect helmet custom,0.0,0.0,0.0,0.0
574,A8004,"Repl soft interface, helmet",0.0,0.0,0.0,0.0
575,A9150,Misc/exper non-prescript dru,0.0,0.0,0.0,0.0
576,A9152,Single vitamin nos,0.0,0.0,0.0,0.0
577,A9153,Multi-vitamin nos,0.0,0.0,0.0,0.0
578,A9155,Artificial saliva,0.0,0.0,0.0,0.0
579,A9180,"Lice treatment, topical",0.0,0.0,0.0,0.0
580,A9270,Non-covered item or service,0.0,0.0,0.0,0.0
581,A9272,"Disp wound suct, drsg/access",0.0,0.0,0.0,0.0
582,A9273,Hot/cold botle/cap/col/wrap,0.0,0.0,0.0,0.0
583,A9274,Ext amb insulin delivery sys,0.0,0.0,0.0,0.0
584,A9275,Disp home glucose monitor,0.0,0.0,0.0,0.0
585,A9276,"Disposable sensor, cgm sys",0.0,0.0,0.0,0.0
586,A9277,"External transmitter, cgm",0.0,0.0,0.0,0.0
587,A9278,"External receiver, cgm sys",0.0,0.0,0.0,0.0
588,A9279,Monitoring feature/devicenoc,0.0,0.0,0.0,0.0
589,A9280,"Alert device, noc",0.0,0.0,0.0,0.0
590,A9281,Reaching/grabbing device,0.0,0.0,0.0,0.0
591,A9282,Wig any type,0.0,0.0,0.0,0.0
592,A9283,Foot press off load supp dev,0.0,0.0,0.0,0.0
593,A9284,Non-electronic spirometer,0.0,0.0,0.0,0.0
594,A9285,Inversion eversion cor devic,0.0,0.0,0.0,0.0
595,A9286,"Any hygienic item, device",0.0,0.0,0.0,0.0
596,A9300,Exercise equipment,0.0,0.0,0.0,0.0
597,A9500,Tc99m sestamibi,0.0,0.0,0.0,0.0
598,A9501,Technetium tc-99m teboroxime,0.0,0.0,0.0,0.0
599,A9502,Tc99m tetrofosmin,0.0,0.0,0.0,0.0
600,A9503,Tc99m medronate,0.0,0.0,0.0,0.0
601,A9504,Tc99m apcitide,0.0,0.0,0.0,0.0
602,A9505,Tl201 thallium,0.0,0.0,0.0,0.0
603,A9507,In111 capromab,0.0,0.0,0.0,0.0
604,A9508,"I131 iodobenguate, dx",0.0,0.0,0.0,0.0
605,A9509,Iodine i-123 sod iodide mil,0.0,0.0,0.0,0.0
606,A9510,Tc99m disofenin,0.0,0.0,0.0,0.0
607,A9512,Tc99m pertechnetate,0.0,0.0,0.0,0.0
608,A9513,Lutetium lu 177 dotatat ther,0.0,0.0,0.0,0.0
609,A9515,Choline c-11,0.0,0.0,0.0,0.0
610,A9516,Iodine i-123 sod iodide mic,0.0,0.0,0.0,0.0
611,A9517,"I131 iodide cap, rx",0.0,0.0,0.0,0.0
612,A9520,Tc99 tilmanocept diag 0.5mci,0.0,0.0,0.0,0.0
613,A9521,Tc99m exametazime,0.0,0.0,0.0,0.0
614,A9524,"I131 serum albumin, dx",0.0,0.0,0.0,0.0
615,A9526,Nitrogen n-13 ammonia,0.0,0.0,0.0,0.0
616,A9527,Iodine i-125 sodium iodide,0.0,0.0,0.0,0.0
617,A9528,"Iodine i-131 iodide cap, dx",0.0,0.0,0.0,0.0
618,A9529,"I131 iodide sol, dx",0.0,0.0,0.0,0.0
619,A9530,"I131 iodide sol, rx",0.0,0.0,0.0,0.0
620,A9531,I131 max 100uci,0.0,0.0,0.0,0.0
621,A9532,"I125 serum albumin, dx",0.0,0.0,0.0,0.0
622,A9536,Tc99m depreotide,0.0,0.0,0.0,0.0
623,A9537,Tc99m mebrofenin,0.0,0.0,0.0,0.0
624,A9538,Tc99m pyrophosphate,0.0,0.0,0.0,0.0
625,A9539,Tc99m pentetate,0.0,0.0,0.0,0.0
626,A9540,Tc99m maa,0.0,0.0,0.0,0.0
627,A9541,Tc99m sulfur colloid,0.0,0.0,0.0,0.0
628,A9542,"In111 ibritumomab, dx",0.0,0.0,0.0,0.0
629,A9543,"Y90 ibritumomab, rx",0.0,0.0,0.0,0.0
630,A9546,Co57/58,0.0,0.0,0.0,0.0
631,A9547,In111 oxyquinoline,0.0,0.0,0.0,0.0
632,A9548,In111 pentetate,0.0,0.0,0.0,0.0
633,A9550,Tc99m gluceptate,0.0,0.0,0.0,0.0
634,A9551,Tc99m succimer,0.0,0.0,0.0,0.0
635,A9552,F18 fdg,0.0,0.0,0.0,0.0
636,A9553,Cr51 chromate,0.0,0.0,0.0,0.0
637,A9554,"I125 iothalamate, dx",0.0,0.0,0.0,0.0
638,A9555,Rb82 rubidium,0.0,0.0,0.0,0.0
639,A9556,Ga67 gallium,0.0,0.0,0.0,0.0
640,A9557,Tc99m bicisate,0.0,0.0,0.0,0.0
641,A9558,Xe133 xenon 10mci,0.0,0.0,0.0,0.0
642,A9559,Co57 cyano,0.0,0.0,0.0,0.0
643,A9560,Tc99m labeled rbc,0.0,0.0,0.0,0.0
644,A9561,Tc99m oxidronate,0.0,0.0,0.0,0.0
645,A9562,Tc99m mertiatide,0.0,0.0,0.0,0.0
646,A9563,P32 na phosphate,0.0,0.0,0.0,0.0
647,A9564,P32 chromic phosphate,0.0,0.0,0.0,0.0
648,A9566,Tc99m fanolesomab,0.0,0.0,0.0,0.0
649,A9567,Technetium tc-99m aerosol,0.0,0.0,0.0,0.0
650,A9568,Technetium tc99m arcitumomab,0.0,0.0,0.0,0.0
651,A9569,Technetium tc-99m auto wbc,0.0,0.0,0.0,0.0
652,A9570,Indium in-111 auto wbc,0.0,0.0,0.0,0.0
653,A9571,Indium in-111 auto platelet,0.0,0.0,0.0,0.0
654,A9572,Indium in-111 pentetreotide,0.0,0.0,0.0,0.0
655,A9575,Inj gadoterate meglumi 0.1ml,0.0,0.0,0.0,0.0
656,A9576,Inj prohance multipack,0.0,0.0,0.0,0.0
657,A9577,Inj multihance,0.0,0.0,0.0,0.0
658,A9578,Inj multihance multipack,0.0,0.0,0.0,0.0
659,A9579,"Gad-base mr contrast nos,1ml",0.0,0.0,0.0,0.0
660,A9580,Sodium fluoride f-18,0.0,0.0,0.0,0.0
661,A9581,Gadoxetate disodium inj,0.0,0.0,0.0,0.0
662,A9582,Iodine i-123 iobenguane,0.0,0.0,0.0,0.0
663,A9583,Gadofosveset trisodium inj,0.0,0.0,0.0,0.0
664,A9584,Iodine i-123 ioflupane,0.0,0.0,0.0,0.0
665,A9585,Gadobutrol injection,0.0,0.0,0.0,0.0
666,A9586,Florbetapir f18,0.0,0.0,0.0,0.0
667,A9587,Gallium ga-68,0.0,0.0,0.0,0.0
668,A9588,Fluciclovine f-18,0.0,0.0,0.0,0.0
669,A9589,Insti hexaminolevulinate hcl,0.0,0.0,0.0,0.0
670,A9590,Iodine i-131 iobenguane 1mci,0.0,0.0,0.0,0.0
671,A9591,Fluoroestradiol f 18,0.0,0.0,0.0,0.0
672,A9592,Copper cu 64 dotatate diag,0.0,0.0,0.0,0.0
673,A9593,Gallium ga-68 psma-11 ucsf,0.0,0.0,0.0,0.0
674,A9594,"Gallium ga-68 psma-11, ucla",0.0,0.0,0.0,0.0
675,A9595,"Piflu f-18, dia 1 millicurie",0.0,0.0,0.0,0.0
676,A9597,"Pet, dx, for tumor id, noc",0.0,0.0,0.0,0.0
677,A9598,"Pet dx for non-tumor id, noc",0.0,0.0,0.0,0.0
678,A9600,Sr89 strontium,0.0,0.0,0.0,0.0
679,A9604,Sm 153 lexidronam,0.0,0.0,0.0,0.0
680,A9606,Radium ra223 dichloride ther,0.0,0.0,0.0,0.0
681,A9698,Non-rad contrast materialnoc,0.0,0.0,0.0,0.0
682,A9699,Radiopharm rx agent noc,0.0,0.0,0.0,0.0
683,A9700,Echocardiography contrast,0.0,0.0,0.0,0.0
684,A9900,Supply/accessory/service,0.0,0.0,0.0,0.0
685,A9901,Delivery/set up/dispensing,0.0,0.0,0.0,0.0
686,A9999,"Dme supply or accessory, nos",0.0,0.0,0.0,0.0
687,D0120,Periodic oral evaluation,0.0,0.0,0.0,0.0
688,D0140,Limit oral eval problm focus,0.0,0.0,0.0,0.0
689,D0145,"Oral evaluation, pt < 3yrs",0.0,0.0,0.0,0.0
690,D0150,Comprehensve oral evaluation,0.0,0.0,0.0,0.0
691,D0160,Extensv oral eval prob focus,0.0,0.0,0.0,0.0
692,D0170,"Re-eval,est pt,problem focus",0.0,0.0,0.0,0.0
693,D0171,Re-eval post-op visit,0.0,0.0,0.0,0.0
694,D0180,Comp periodontal evaluation,0.0,0.0,0.0,0.0
695,D0190,Screening of a patient,0.0,0.0,0.0,0.0
696,D0191,Assessment of a patient,0.0,0.0,0.0,0.0
697,D0210,Intraor complete film series,0.0,0.0,0.0,0.0
698,D0220,Intraoral periapical first,0.0,0.0,0.0,0.0
699,D0230,Intraoral periapical ea add,0.0,0.0,0.0,0.0
700,D0240,Intraoral occlusal film,0.0,0.0,0.0,0.0
701,D0250,Extraoral 2d project image,0.0,0.0,0.0,0.0
702,D0251,Extraoral posterior image,0.0,0.0,0.0,0.0
703,D0270,Dental bitewing single image,0.0,0.0,0.0,0.0
704,D0272,Dental bitewings two images,0.0,0.0,0.0,0.0
705,D0273,Bitewings - three images,0.0,0.0,0.0,0.0
706,D0274,Bitewings four images,0.0,0.0,0.0,0.0
707,D0277,Vert bitewings 7 to 8 images,0.0,0.0,0.0,0.0
708,D0310,Dental saliography,0.0,0.0,0.0,0.0
709,D0320,Dental tmj arthrogram incl i,0.0,0.0,0.0,0.0
710,D0321,Other tmj images by report,0.0,0.0,0.0,0.0
711,D0322,Dental tomographic survey,0.0,0.0,0.0,0.0
712,D0330,Panoramic image,0.0,0.0,0.0,0.0
713,D0340,2d cephalometric image,0.0,0.0,0.0,0.0
714,D0350,Oral/facial photo images,0.0,0.0,0.0,0.0
715,D0351,3d photographic image,0.0,0.0,0.0,0.0
716,D0364,Cone beam ct capt & interp,0.0,0.0,0.0,0.0
717,D0365,Cone beam ct interprete man,0.0,0.0,0.0,0.0
718,D0366,Cone beam ct interprete max,0.0,0.0,0.0,0.0
719,D0367,Cone beam ct interp both jaw,0.0,0.0,0.0,0.0
720,D0368,Cone beam ct interprete tmj,0.0,0.0,0.0,0.0
721,D0369,Max mri capture & interprete,0.0,0.0,0.0,0.0
722,D0370,Max ultrasound capt & interp,0.0,0.0,0.0,0.0
723,D0371,Sialoendoscopy capt & interp,0.0,0.0,0.0,0.0
724,D0380,Cone beam ct capture limited,0.0,0.0,0.0,0.0
725,D0381,Cone beam ct capt mandible,0.0,0.0,0.0,0.0
726,D0382,Cone beam ct capt maxilla,0.0,0.0,0.0,0.0
727,D0383,Cone beam ct both jaws,0.0,0.0,0.0,0.0
728,D0384,Cone beam ct capture tmj,0.0,0.0,0.0,0.0
729,D0385,Max mri image capture,0.0,0.0,0.0,0.0
730,D0386,Max ultrasound image capture,0.0,0.0,0.0,0.0
731,D0391,Imterprete diagnostic image,0.0,0.0,0.0,0.0
732,D0393,Trtmnt simulation 3d image,0.0,0.0,0.0,0.0
733,D0394,Digital sub 2 or more images,0.0,0.0,0.0,0.0
734,D0395,Fusion 2 or more 3d images,0.0,0.0,0.0,0.0
735,D0411,Hba1c in office testing,0.0,0.0,0.0,0.0
736,D0412,Blood glucose level test,0.0,0.0,0.0,0.0
737,D0414,Lab process microbial spec,0.0,0.0,0.0,0.0
738,D0415,Collection of microorganisms,0.0,0.0,0.0,0.0
739,D0416,Viral culture,0.0,0.0,0.0,0.0
740,D0417,Collect & prep saliva sample,0.0,0.0,0.0,0.0
741,D0418,Analysis of saliva sample,0.0,0.0,0.0,0.0
742,D0419,Assess of salivary flow,0.0,0.0,0.0,0.0
743,D0422,Collect & prep genetic samp,0.0,0.0,0.0,0.0
744,D0423,Genetic test spec analysis,0.0,0.0,0.0,0.0
745,D0425,Caries susceptibility test,0.0,0.0,0.0,0.0
746,D0431,Diag tst detect mucos abnorm,0.0,0.0,0.0,0.0
747,D0460,Pulp vitality test,0.0,0.0,0.0,0.0
748,D0470,Diagnostic casts,0.0,0.0,0.0,0.0
749,D0472,"Gross exam, prep & report",0.0,0.0,0.0,0.0
750,D0473,"Micro exam, prep & report",0.0,0.0,0.0,0.0
751,D0474,Micro w exam of surg margins,0.0,0.0,0.0,0.0
752,D0475,Decalcification procedure,0.0,0.0,0.0,0.0
753,D0476,Spec stains for microorganis,0.0,0.0,0.0,0.0
754,D0477,Spec stains not for microorg,0.0,0.0,0.0,0.0
755,D0478,Immunohistochemical stains,0.0,0.0,0.0,0.0
756,D0479,Tissue in-situ hybridization,0.0,0.0,0.0,0.0
757,D0480,Cytopath smear prep & report,0.0,0.0,0.0,0.0
758,D0481,Electron microscopy,0.0,0.0,0.0,0.0
759,D0482,Direct immunofluorescence,0.0,0.0,0.0,0.0
760,D0483,Indirect immunofluorescence,0.0,0.0,0.0,0.0
761,D0484,Consult slides prep elsewher,0.0,0.0,0.0,0.0
762,D0485,Consult inc prep of slides,0.0,0.0,0.0,0.0
763,D0486,Access of transep cytol samp,0.0,0.0,0.0,0.0
764,D0502,Other oral pathology procedu,0.0,0.0,0.0,0.0
765,D0600,Non-ionizing diag proc,0.0,0.0,0.0,0.0
766,D0601,Caries risk assess low risk,0.0,0.0,0.0,0.0
767,D0602,Caries risk assess mod risk,0.0,0.0,0.0,0.0
768,D0603,Caries risk assess high risk,0.0,0.0,0.0,0.0
769,D0604,Antigen test pub hlth pathog,0.0,0.0,0.0,0.0
770,D0605,Antibody test pub hlth path,0.0,0.0,0.0,0.0
771,D0606,Molecular test pub hlth path,0.0,0.0,0.0,0.0
772,D0701,Pano radio image,0.0,0.0,0.0,0.0
773,D0702,2d cephal radio image,0.0,0.0,0.0,0.0
774,D0703,2d oral/facial photo image,0.0,0.0,0.0,0.0
775,D0704,3d photo image capture only,0.0,0.0,0.0,0.0
776,D0705,Extra oral post radio image,0.0,0.0,0.0,0.0
777,D0706,Intraoral occlus radio image,0.0,0.0,0.0,0.0
778,D0707,Intraoral periap radio image,0.0,0.0,0.0,0.0
779,D0708,Intraoral bite radio image,0.0,0.0,0.0,0.0
780,D0709,Intraoral cmplt radio images,0.0,0.0,0.0,0.0
781,D0999,Unspecified diagnostic proce,0.0,0.0,0.0,0.0
782,D1110,Dental prophylaxis adult,0.0,0.0,0.0,0.0
783,D1120,Dental prophylaxis child,0.0,0.0,0.0,0.0
784,D1206,Topical fluoride varnish,0.0,0.0,0.0,0.0
785,D1208,Topical app fluorid ex vrnsh,0.0,0.0,0.0,0.0
786,D1310,Nutri counsel-control caries,0.0,0.0,0.0,0.0
787,D1320,Tobacco counseling,0.0,0.0,0.0,0.0
788,D1321,Couns for high risk sub use,0.0,0.0,0.0,0.0
789,D1330,Oral hygiene instruction,0.0,0.0,0.0,0.0
790,D1351,Dental sealant per tooth,0.0,0.0,0.0,0.0
791,D1352,"Prev resin rest, perm tooth",0.0,0.0,0.0,0.0
792,D1353,Sealant repair per tooth,0.0,0.0,0.0,0.0
793,D1354,Int caries med app per tooth,0.0,0.0,0.0,0.0
794,D1355,Caries med app per tooth,0.0,0.0,0.0,0.0
795,D1510,Space maintainer fxd unilat,0.0,0.0,0.0,0.0
796,D1516,"Fixed bilat space maint, max",0.0,0.0,0.0,0.0
797,D1517,"Fixed bilat space maint, man",0.0,0.0,0.0,0.0
798,D1520,Remove unilat space maintain,0.0,0.0,0.0,0.0
799,D1526,"Remove bilat space main, max",0.0,0.0,0.0,0.0
800,D1527,"Remove bilat space main, man",0.0,0.0,0.0,0.0
801,D1551,Recement space maint - max,0.0,0.0,0.0,0.0
